num_facture,date_facture,vendeur_nom,vendeur_adresse,vendeur_id_fiscal,iban,client_nom,client_adresse,client_id_fiscal,tva,sous_total,taxe,total,path_picture
43292704,06/20/2015,Ball-King,"1222 Alyssa Locks West Desiree, SD 31353",968-86-2606,GB53PJLB26614594763765,Stewart-Moyer,"18463 Jessica Pine Port Alejandroton, SC 14426",934-78-8238,10%,"97891,59","9789,16","107680,75",batch_1/invoice_659.pdf0.jpg
32762320,12/04/2016,Harris-Thomas,"068 Sara Island Apt. 608 North Jasonberg, AZ 77627",913-87-7604,GB84FANY90473913112199,Santos PLC,"8610 Chandler Ridge Katherinefurt, ND 73081",961-99-8168,10%,"117,82","11,78","129,60",batch_1/invoice_658.pdf0.jpg
49106170,04/30/2013,Jackson-Johnson,"9104 Alexis Mount Lawrencebury, AL 77392",953-98-3229,GB69VHQS31668424046807,"Huerta, Graham and Campbell","00065 Perry Path Suite 069 Lake Virginiaside, VA 24504",961-85-5553,10%,"8096,15","809,62","8905,77",batch_1/invoice_297.pdf0.jpg
96556696,02/25/2016,"Paul, Wilson and Gonzalez","PSC 4919, Box 0544 APO AA 74617",904-99-6839,GB38GKTZ20354077719295,Miller PLC,"401 Leblanc Isle Suite 451 Port Kellimouth, NJ 99074",989-74-6088,10%,"932,37","93,24","1025,61",batch_1/invoice_296.pdf0.jpg
24734743,12/13/2015,Tyler-Black,"78229 Davis Coves Apt. 526 South Joshuaburgh, PA 81931",979-82-5545,GB27FMNA07632139513602,Gross PLC,"88767 Frank Ferry Shaneville, NY 20411",929-91-8169,10%,"269,53","26,95","296,48",batch_1/invoice_83.pdf0.jpg
78697882,09/18/2016,Wright-Lewis,"3255 Sampson Street Smithton, GA 04909",920-86-7980,GB87WHWH85430916517133,Robinson-Martin,"4856 Gregory Meadow Suite 118 Sharonmouth, ND 69532",976-97-2203,10%,"3242,86","324,29","3567,15",batch_1/invoice_935.pdf0.jpg
47981077,07/10/2017,Santiago-King,"80105 Flores Ferry Heatherside, MI 85710",929-82-8651,GB81KHDY06695208511692,Shelton-Mason,Unit 7068 Box 4271 DPO AE 42297,934-77-3140,10%,"16513,76","1651,38","18165,14",batch_1/invoice_82.pdf0.jpg
52557179,08/22/2012,Serrano-Jones,"309 Anita Mills Suite 763 Daleton, MS 62335",918-99-7254,GB92BFOY90525696154731,Gonzalez-Ross,"905 Rebecca Corner West Kimberlyfurt, SC 92110",910-74-8692,10%,"37297,70","3729,77","41027,47",batch_1/invoice_140_color_B_252.pdf0.jpg
63960251,11/15/2019,Stewart-Ruiz,"980 Sarah Cliff West Eric, FL 19028",957-81-4306,GB51FIYG83099845917805,"Hill, Williams and Knight","62286 Marshall Station New Marioville, Rl 43787",955-82-6268,10%,"329,01","32,90","361,91",batch_1/invoice_934.pdf0.jpg
20290421,06/22/2011,Christensen PLC,"2208 Michele Mountains Suite 620 Hillhaven, UT 20309",963-88-0305,GB62YGVM43869094135199,"Ayers, Williams and Medina","15114 Delgado Meadows Apt. 974 Lake Angelaville, Ml 65788",911-99-0296,10%,"288,40","28,84","317,24",batch_1/invoice_377_color_B_248.pdf0.jpg
94292113,06/06/2016,"Sosa, Maynard and Grimes","0174 Hernandez Squares North Joanna, MN 57005",919-90-9037,GB36ARZV43474957834914,Johnson and Sons,"99619 Jeremy Green Suite 109 Davidmouth, NJ 35463",937-77-6054,10%,"874,96","87,50","962,46",batch_1/invoice_237_color_B_254.pdf0.jpg
96448980,04/03/2013,Davis and Sons,"53854 Raymond Forks Suite 674 Lake Joseberg, WI 64237",999-70-8983,GB3100SP87276221474121,Duarte Ltd,"162 Daniel Land Suite 899 Lake Hollymouth, DC 01923",911-83-5956,10%,"4576,93","457,69","5034,62",batch_1/invoice_259_color_B_248.pdf0.jpg
39190235,02/18/2019,"Rich, White and Ryan","75676 Kristy Rapids Apt. 052 South Felicia, ME 99390",987-94-5026,GB45JVBR10053464887315,"Mitchell, Knight and Hale","70707 Richard Curve Suite 884 South Brianville, OK 81605",958-95-0505,10%,"2278,89","227,89","2506,78",batch_1/invoice_171_color_B_241.pdf0.jpg
24680775,03/28/2013,"Jarvis, Soto and Wilkins","107 Rodriguez Mountains Suite 566 South Kimberlytown, MS 87657",968-84-2224,GB86SOTP92793723310833,"Graham, Luna and Greene","7413 Bradley Ramp West Lindsayview, NV 96675",970-73-4493,10%,"55,92","5,59","61,51",batch_1/invoice_339.pdf0.jpg
66789639,09/19/2011,Thomas Group,"13710 Henry Cliff Jonesshire, NV 05926",904-83-3752,GB18TVDL00942136316502,Ferguson and Sons,"082 Medina Lock Suite 628 Alvarezport, MS 21031",942-75-5647,10%,"271,29","27,13","298,42",batch_1/invoice_27_color_B_254.pdf0.jpg
28294642,04/26/2018,Shah-Hancock,"5293 Rodgers Ports Apt. 425 South Anne, ND 43365",964-79-4626,GB84EHHM22215098623686,Meyer-Ramirez,"525 Torres Ford New Seth, IA 06378",945-99-8841,10%,"25014,50","2501,45","27515,95",batch_1/invoice_338.pdf0.jpg
89681299,12/28/2014,Byrd Group,"7944 Jeffrey Plaza Apt. 212 South Anthonyland, AZ 15701",986-85-7296,GB84CHOH80689043313192,Stone-Gentry,"437 Brittney Points Apt. 199 Lake Julia, MT 89959",997-84-1067,10%,"36,00","3,60","39,60",batch_1/invoice_43_color_B_242.pdf0.jpg
34521296,07/21/2018,"Harper, Scott and Lester","52046 Reeves Mission Suite 028 East Savannahborough, NY 66166",915-84-4650,GB96UEZN13686726209998,"Lee, Murphy and Carrillo","32272 Douglas Stravenue Debrabury, WY 54973",958-75-9101,10%,"4848,11","484,81","5332,92",batch_1/invoice_901.pdf0.jpg
74467550,04/04/2017,Jordan-Morse,"451 Carter Harbor Gravesfurt, MS 49255",912-97-6722,GB37CWRV54972614293662,"Johnson, Brown and Chapman","6320 Michelle Falls New Shaunstad, VT 35611",983-88-5934,10%,"8,18","0,82","9,00",batch_1/invoice_591.pdf0.jpg
84991865,03/18/2012,Collins Ltd,"4958 Jordan Port Matthewchester, NE 08958",970-92-1896,GBO9BZLP67123213143488,Sanchez-Bean,"82418 Michael Garden Apt. 873 New Cynthia, SD 25266",969-94-4351,10%,"89,78","8,98","98,76",batch_1/invoice_900.pdf0.jpg
67117171,01/27/2021,"Gilmore, Brady and Carter","56436 Amy Dam Suite 437 Lake Rebecca, LA 78907",905-96-1343,GB860ULB80821848504333,Phillips-Moreno,"1293 Lawrence Estates Suite 940 Besthaven, NV 23717",953-91-5577,10%,"156,56","15,66","172,22",batch_1/invoice_590.pdf0.jpg
80489404,12/21/2013,Gonzalez LLC,"244 Nicholas Bypass Bennettshire, ID 07883",972-83-4569,GB430YPG18782157635961,Nelson PLC,"484 Lisa Pine North Jenniferstad, MT 51984",908-79-1562,10%,"428,11","42,81","470,92",batch_1/invoice_5_color_B_248.pdf0.jpg
10372826,05/15/2019,"Graham, Briggs and Anderson","2056 Martin Extensions Port Christopherton, VA 87978",975-98-4861,GB56SDLA43798626107179,Moore Group,"89000 Christopher Brook Port Richardmouth, CA 87376",978-80-2701,10%,"251,45","25,15","276,60",batch_1/invoice_25.pdf0.jpg
59119338,04/11/2017,Green-Wright,"05215 Mora Harbor Apt. 180 Morenofort, DC 46858",976-70-7258,GB83XPFJ48452898851860,Mosley PLC,"007 Jeffrey Locks Apt. 955 Tamaramouth, MI 22260",992-94-4657,10%,"457,04","45,70","502,74",batch_1/invoice_765.pdf0.jpg
73459321,11/19/2013,"Hernandez, English and Yoder","2132 Jordan Circle Suite 033 South Caseyton, SD 47553",916-95-3070,GB46RYDH44304341979849,"Manning, Parker and Fleming","9975 Leon Villages Apt. 845 Gonzalezberg, VA 02610",997-85-3287,10%,"450,27","45,03","495,30",batch_1/invoice_503.pdf0.jpg
81321189,10/20/2014,"Mcgee, Butler and Zuniga",USNS Mayo FPO AE 12553,987-73-9175,GB23LYQN14549539996307,Williams-Patel,"77998 Erica Pass New Joanne, ME 06722",961-75-8432,10%,"501,99","50,20","552,19",batch_1/invoice_993.pdf0.jpg
29870205,03/15/2013,"Banks, Wright and Mills","13451 Taylor Mountain Lake Lauren, FL 85948",975-87-5254,GB27CNMR41415802215005,White LLC,USCGC Duran FPO AP 85163,997-85-8631,10%,"1103,90","110,39","1214,29",batch_1/invoice_24.pdf0.jpg
92395596,10/03/2011,"Rodriguez, White and Hernandez","275 Sanders Fall Suite 646 Jenniferburgh, IA 31174",943-92-7534,GB36EZLG32867912781587,Young Inc,"0386 Kane Alley Zacharystad, MT 55786",986-87-8099,10%,"1,99","0,20","2,19",batch_1/invoice_502.pdf0.jpg
77310109,12/03/2020,"Willis, Wilson and Benson","6045 Evans Pass Johnsonside, LA 75418",932-77-6319,GB67IYLX96722616864725,Cole Group,"947 David Mills Apt. 647 Robertsborough, MO 57003",974-76-8646,10%,"4156,70","415,67","4572,37",batch_1/invoice_992.pdf0.jpg
69652053,11/19/2014,"Sanders, Reed and Olson","006 Julie Union Robertsonchester, DC 44356",935-70-5137,GB56AUZA53021548063132,Avila Group,"21986 David Lane Jimenezmouth, NJ 58158",916-96-7231,10%,"13723,69","1372,37","15096,06",batch_1/invoice_764.pdf0.jpg
80918693,06/19/2020,Charles-Parsons,"52021 Austin Pike Chrisfurt, MN 19506",950-81-5221,GB18PNIV39677081591282,"Jacobs, Patterson and Church","95607 Sharon Walk Suite 213 Wustad, NC 65483",926-74-6452,10%,"680,22","68,02","748,24",batch_1/invoice_231.pdf0.jpg
19136863,11/15/2013,Lewis Group,"6756 Morgan Lakes Port Derek, AK 56886",952-77-9653,GB61X0X025249384522530,"Avila, Garcia and Murray",USNV Miller FPO AE 32133,905-92-7797,10%,"2291,85","229,19","2521,04",batch_1/invoice_230.pdf0.jpg
38096197,02/23/2019,Cook-Ortiz,"381 Shawn Trace Snyderhaven, IA 47010",943-71-2165,GB56ZMQ162134254433623,Morgan LLC,"520 Valdez Plaza Apt. 516 New Joshuachester, SD 49460",925-73-6594,10%,"24,75","2,48","27,23",batch_1/invoice_209_color_B_247.pdf0.jpg
61479635,07/02/2018,Kelley-Thomas,"19996 Diane Well Port Jennifer, TX 60910",969-94-5063,GB29ZNFB26250974035092,"Green, Kelly and Matthews","5110 Heather Ways Andersontown, RI 96931",963-81-9853,10%,"29,95","3,00","32,95",batch_1/invoice_499.pdf0.jpg
42498094,03/21/2017,Hall LLC,"27618 Johnson Shores Suite 030 Richport, AR 85238",911-91-7283,GBO8RWVA59280101041053,Brown-Vazquez,USCGC Monroe FPO AA 63303,937-72-6545,10%,"128,97","12,90","141,87",batch_1/invoice_809.pdf0.jpg
49360354,05/03/2017,Armstrong Inc,"9547 Samuel Cliffs Samuelchester, CO 34580",956-86-6226,GB74SATA49913307165446,"Yu, Williams and Barry","34887 Craig Trail Apt. 161 Lake Sally, CA 02955",940-88-3989,10%,"358,35","35,84","394,19",batch_1/invoice_498.pdf0.jpg
32483210,11/29/2011,"Robles, Carroll and Pittman","429 Bethany Shore Apt. 216 Mcdonaldshire, NH 35870",967-78-7107,GB94JGHK11862734625747,Quinn-Campos,"90271 Nathaniel Square Apt. 059 East Tonyaville, WV 90098",931-82-1890,10%,"69,99","7,00","76,99",batch_1/invoice_808.pdf0.jpg
59506452,11/20/2017,"Alexander, Schneider and Russo","189 Pearson Plains Lake Diana, NE 97711",971-99-4580,GBO5DOTF47260279973284,Graham-Martinez,"81330 Scott Mountains Suite 487 Cartershire, MT 20257",928-99-1510,10%,"61563,04","6156,30","67719,34",batch_1/invoice_948.pdf0.jpg
98418938,08/31/2018,Hill-Jones,"179 Amy Locks Apt. 950 Jeffreybury, NV 98305",919-92-4085,GB94KPNI21408117271694,"Johnson, Anderson and Hartman","153 Perkins Port South Zachary, WV 63213",921-85-2525,10%,"1169,99","117,00","1286,99",batch_1/invoice_221_color_B_252.pdf0.jpg
79637771,09/26/2011,Stevens-Compton,"51051 Jose Extension Apt. 796 East Angelaborough, CO 17388",907-95-7177,GB39NPVM35523882007872,Tran PLC,"366 Moon Junctions Beckychester, WI 57205",960-90-2892,10%,"50344,33","5034,43","55378,76",batch_1/invoice_149_color_B_241.pdf0.jpg
24364764,04/04/2012,Martinez LLC,"252 Joseph Oval Suite 202 North Michele, VT 33040",907-80-2722,GB91PLQS71349188245817,Brown-Sullivan,"425 Phillips Fields Burgesshaven, RI 53015",938-77-5240,10%,"47,67","4,77","52,44",batch_1/invoice_949.pdf0.jpg
67856369,05/27/2020,Pierce PLC,"3454 Mcbride Ramp Apt. 312 New Judy, WI 36022",959-99-4796,GB68KEDC47196257123820,Cochran-Alvarez,"488 Kenneth Mission Port Caroltown, NY 43776",961-72-7276,10%,"4502,56","450,26","4952,82",batch_1/invoice_370.pdf0.jpg
70372519,05/01/2013,"Williamson, Murphy and Winters","6341 Pamela Views Smithtown, DC 63428",970-75-4240,GB19KZPB65453134501012,"Brown, Rodriguez and Lopez","8747 Charles Alley Sherrybury, CT 27957",933-82-8453,10%,"4469,89","446,99","4916,88",batch_1/invoice_116.pdf0.jpg
36529974,07/22/2017,Harrell LLC,"PSC 0847, Box 3566 APO AP 46389",958-86-9026,GB66AZEV98038097038774,"Morris, Trujillo and Rhodes","94196 Hill Viaduct South Sandraton, LA 93818",974-99-2797,10%,"2332,81","233,28","2566,09",batch_1/invoice_261_color_B_248.pdf0.jpg
94133236,12/12/2019,Parker Inc,"6686 Duran Brooks Apt. 003 Lake Jane, MA 15473",980-76-7923,GB72GHYW09265342345456,Jefferson Group,"87490 Le Brooks South Hollyberg, NH 35858",937-75-3172,10%,"103986,80","10398,68","114385,48",batch_1/invoice_117.pdf0.jpg
35797032,10/06/2015,Todd PLC,"54132 Jessica Wall Patriciaton, ME 99149",925-85-3640,GB591ZKU05232884478559,"Davis, Henderson and Nguyen","82346 Catherine Trail Lake Robert, KY 09423",960-83-3312,10%,"855,00","85,50","940,50",batch_1/invoice_371.pdf0.jpg
62481750,04/03/2014,Jones Ltd,"708 Danny View Sharpmouth, KY 23544",946-87-1305,GB9ONNEL09660394093814,"Pittman, Zhang and Peterson",Unit 7456 Box 7407 DPO AP 42151,972-86-1533,10%,"601,49","60,15","661,64",batch_1/invoice_442.pdf0.jpg
95825613,04/15/2017,Johnson Ltd,"604 Tran Glen Danielhaven, VA 96616",971-79-1652,GB31RACD50448907110488,"Carter, Mueller and Clark","492 Hannah Circle North Brandonberg, OR 04120",978-84-5576,10%,"47112,10","4711,21","51823,31",batch_1/invoice_624.pdf0.jpg
76724637,07/10/2017,"Harrell, Johnson and Thompson","885 Franklin Fall Lake Gregory, MI 85479",995-90-9946,GBO8CKKN20880834584252,Mora and Sons,"7352 Meadows Overpass Apt. 977 Danielside, PA 85793",985-71-7752,10%,"380,76","38,08","418,84",batch_1/invoice_625.pdf0.jpg
64713590,03/02/2017,Wang-Tran,"13467 Jeffrey Pines North Madeline, NM 37184",904-86-4037,GB71VHOV19549794767049,Larson-Hill,"PSC 9881, Box 7606 APO AE 92829",925-91-8832,10%,"1026,40","102,64","1129,04",batch_1/invoice_443.pdf0.jpg
67802841,09/09/2015,Lynn-Wise,"753 Henry Ville Port Lisaburgh, IL 08966",994-80-4856,GBOS5EFWL28589579077613,Nelson-Clark,"7925 Alvarez Drive West Tammy, PA 12029",935-80-2158,10%,"3295,97","329,60","3625,57",batch_1/invoice_82_color_B_249.pdf0.jpg
30208398,05/24/2019,"Thomas, White and Smith","8485 Jack Key Apt. 255 New Miguel, HI 95698",952-82-4303,GB66EKEI36897474997889,"Green, Scott and Miller","101 Ford Stravenue Scotttown, DE 22621",936-91-7429,10%,"40,25","4,03","44,28",batch_1/invoice_840.pdf0.jpg
97776691,04/16/2014,Acosta-Mendoza,"020 Daniel Motorway Apt. 995 East Jacobtown, AZ 24921",934-82-2702,GB52RVGM63349413875126,"Malone, Pierce and Morgan","1163 Katie Roads Stephanieland, MN 25123",946-98-5103,10%,"1712,65","171,26","1883,91",batch_1/invoice_841.pdf0.jpg
84635791,04/17/2020,"Jimenez, Cummings and Ross","5907 Amanda Hills Apt. 227 Rachelburgh, ME 69330",929-71-2703,GB68BGUP70302879698237,Jones Ltd,"915 Brian Prairie Suite 967 Norrischester, WY 77144",977-91-8574,10%,"319,96","32,00","351,96",batch_1/invoice_278.pdf0.jpg
94786467,11/19/2013,Campbell-Thomas,"271 Christopher Causeway Suite 074 Andersonview, TN 18773",936-70-6673,GB18QZIH77960348255932,Gordon PLC,"77704 Casey Junction Suite 173 South Jacquelinefort, OK 29297",919-88-4424,10%,"7708,25","770,83","8479,08",batch_1/invoice_4_color_B_253.pdf0.jpg
43825047,05/09/2020,"Diaz, Bryan and Garcia","683 Diana Shores Moranborough, PA 57938",961-77-2514,GB94PUCB83711320168955,Price-Williams,"7811 Newman Roads Lake Sharonstad, PA 95866",933-97-0448,10%,"3420,39","342,04","3762,43",batch_1/invoice_279.pdf0.jpg
76937754,07/22/2020,Webb-Alexander,"72935 Scott Overpass Suite 270 Kingland, OR 65831",963-74-2795,GB79YIUZ97550144937060,"Williams, Davis and Prince","872 Rachel Harbors Apt. 846 Williamview, DE 77699",982-86-7790,10%,"2750,00","275,00","3025,00",batch_1/invoice_397_color_B_245.pdf0.jpg
25600767,10/07/2014,"Frank, Blake and Proctor","58598 Thomas Grove Suite 082 Marissaborough, ME 43484",979-72-6026,GB14BKBX33297120011498,"Alexander, Williams and Walker","26083 Hernandez Hollow Ortegafort, IA 53201",918-73-6721,10%,"297,75","29,78","327,53",batch_1/invoice_379_color_B_253.pdf0.jpg
87973938,11/19/2015,"Robinson, Mcclain and Moore","128 Maria Alley North Steven, AK 05640",903-78-6856,GB63NQTC18819879922894,Harrison-Davis,"909 Davis Extensions Port Kimberly, VT 01800",902-82-3367,10%,"1266,94","126,69","1393,63",batch_1/invoice_333_color_B_243.pdf0.jpg
79128264,12/31/2014,Rivera-Thompson,"0115 Brown Drives Ryanside, NM 95662",926-97-6956,GB27DVYV74575286475604,"Pearson, Gibbs and Ayala","795 Brittany Points Suite 504 Riceland, AZ 55140",991-70-8455,10%,"348,16","34,82","382,98",batch_1/invoice_184.pdf0.jpg
67583819,06/01/2012,Gibson Ltd,"92975 Scott Mount Lake Laurentown, ND 29361",911-94-3128,GB44NGGP09758261462915,Gomez-Martinez,"225 King Roads West Scott, NV 81463",911-97-3515,10%,"889,67","88,97","978,64",batch_1/invoice_185.pdf0.jpg
21257968,03/06/2012,"Williams, Barron and Smith","0225 Kathryn Island Suite 828 East Joseshire, KY 09969",934-84-0800,GB9O0EGKH87153030947935,Smith Inc,"3493 Graham Mission Lake Brittanyview, WA 65270",933-77-7535,10%,"2551,89","255,19","2807,08",batch_1/invoice_357_color_B_254.pdf0.jpg
85395957,01/02/2019,Contreras-Rangel,"76416 Gary Falls Apt. 098 Harristown, WI 66550",919-73-5806,GB79EJAI89365481232876,"Morgan, Johnson and Lee","7585 Catherine Dale South Michellemouth, OH 31346",979-72-4769,10%,"291,50","29,15","320,65",batch_1/invoice_89.pdf0.jpg
39338291,03/07/2017,Mcdonald LLC,"PSC 2994, Box 3599 APO AA 38273",937-83-5476,GB66CTFL04031775387975,Carey PLC,"3063 Duncan Locks Suite 142 Collinsside, KY 44444",960-98-5053,10%,"250,00","25,00","275,00",batch_1/invoice_179_color_B_242.pdf0.jpg
23287155,11/07/2018,Cox and Sons,"83273 Jessica Turnpike Suite 527 Erinport, AZ 90398",968-92-2094,GB42MHLP74483354987589,"Ramsey, Herring and Wyatt","1442 Jimmy Burg Suite 563 Johnsontown, NY 04278",978-77-0277,10%,"11284,07","1128,41","12412,48",batch_1/invoice_88.pdf0.jpg
49822251,02/21/2015,House Group,"71729 Scott Garden Suite 427 East Amandahaven, CT 79669",943-88-3422,GB32BSVJ18563928156491,Espinoza LLC,"336 Michael Court Suite 674 East Thomas, WY 94225",992-98-6676,10%,"247,94","24,79","272,73",batch_1/invoice_100_color_B_242.pdf0.jpg
29333870,03/06/2021,Watson-Harris,"2272 Elizabeth Rue Port Melissa, NY 40256",916-72-9081,GB82DJFU82273146210425,Castillo-Obrien,"94800 Diane Via Kellybury, MN 10858",981-84-1838,10%,"9,99","1,00","10,99",batch_1/invoice_161.pdf0.jpg
34528548,11/02/2015,"Garcia, Stewart and Payne",USCGC Frank FPO AE 30049,949-78-5411,GB60LAOW81233191361598,Huerta Ltd,"74501 Andrea Streets Suite 854 Kaitlyntown, AL 90639",972-74-2815,10%,"729,75","72,98","802,73",batch_1/invoice_307.pdf0.jpg
32131502,02/26/2019,"Campbell, Mathis and Johnson","5501 Blankenship Brook Suite 458 Dennismouth, AL 87925",909-79-0983,GB10SIZT52690986751126,"Jimenez, Smith and Lee","5429 Stevenson Ways Suite 661 Port Rogerland, AZ 76661",958-90-4314,10%,"6036,43","603,64","6640,07",batch_1/invoice_306.pdf0.jpg
45241268,10/25/2018,"Terry, Forbes and Franklin","1091 Santana Prairie Apt. 987 New Michaelmouth, MI 80850",954-80-9316,GB13VITC06614709650708,Goodman-Rangel,"7719 Tyler Inlet West Robertmouth, OK 28468",964-88-9231,10%,"200,40","20,04","220,44",batch_1/invoice_222_color_B_241.pdf0.jpg
64218159,11/09/2013,Price-Bishop,"216 Christopher Inlet Leslieport, MS 04768",951-85-6757,GB84IGSP08278890356055,"Mata, Pena and Avery","7006 Jill Tunnel Suite 463 North Sarah, WV 45252",980-74-4827,10%,"58,79","5,88","64,67",batch_1/invoice_160.pdf0.jpg
91851148,11/08/2015,"Freeman, Carter and Peterson","653 Ferrell Corners West Matthewborough, NJ 47608",942-70-7601,GB84KJBN36231109439197,Ryan-Harrison,"86000 Matthew Valleys Suite 493 Fischermouth, AZ 42861",999-85-7578,10%,"691,00","69,10","760,10",batch_1/invoice_653.pdf0.jpg
91451938,10/27/2018,Webb-Short,"35094 Wright Club Steinstad, TN 57511",918-74-6380,GB94ZSWY76555613855782,Lee LLC,"79572 Pruitt Plains Lake Danielstad, NJ 20722",960-80-3116,10%,"1199,96","120,00","1319,96",batch_1/invoice_435.pdf0.jpg
15801054,09/08/2015,Jones-Frazier,"42477 Abbott Cove Lake Justin, DE 44689",937-84-4041,GB29ITRF67964142047762,"Byrd, Harper and Maddox","9110 Ochoa Lodge West Ryan, NE 61567",941-92-9150,10%,"246,31","24,63","270,94",batch_1/invoice_434.pdf0.jpg
27166082,09/29/2020,Webb-Oconnor,"596 Traci Harbor East Alexis, CT 62389",982-76-0500,GB96DQID96493153467773,"Jones, Anderson and Santana","86752 Brenda Port Apt. 664 Hollyfort, WY 05948",904-90-0470,10%,"14366,60","1436,66","15803,26",batch_1/invoice_652.pdf0.jpg
17045625,11/01/2017,Bass-Petersen,"88013 Keith Orchard Port Jenniferfurt, ID 01419",903-94-7610,GB43AYYU13392404742725,Davidson-Martinez,"36262 Walters Vista Evansstad, ND 36644",913-98-2620,10%,"28,24","2,82","31,06",batch_1/invoice_0_color_B_248.pdf0.jpg
71999960,10/13/2017,"Cooley, Robinson and Lewis","177 Erika Mission Suite 603 Joyfurt, WA 29310",925-85-5971,GB86AXKW20154111839935,Chapman Group,"486 Brown Trafficway Suite 709 Lynchhaven, CO 74509",998-95-3381,10%,"1734,25","173,43","1907,68",batch_1/invoice_46_color_B_243.pdf0.jpg
99173131,08/30/2011,Williams Group,"20488 Madeline Row Thompsonton, ME 85462",979-83-5788,GB12JVSB37709032390713,Willis and Sons,"397 Cody Plain Suite 364 South Jonfurt, TX 19023",967-95-3242,10%,"36,64","3,66","40,30",batch_1/invoice_837.pdf0.jpg
39772830,03/30/2016,Gentry-Villarreal,"9869 Evans River Apt. 348 Barbaraburgh, MN 78518",994-83-1323,GB65JSUB40056859416979,"Ray, Evans and Davis",USNS Graves FPO AP 68014,969-90-5658,10%,"748,78","74,88","823,66",batch_1/invoice_836.pdf0.jpg
35977350,04/01/2016,Richardson PLC,"0026 Beck Circles Port Melissa, MI 01924",986-94-5741,GB51YEPC23438741496666,Alvarado and Sons,"06008 Rice Port West Michael, WI 65928",914-99-6652,10%,"1361,73","136,17","1497,90",batch_1/invoice_187_color_B_240.pdf0.jpg
70362207,01/12/2017,"Rodriguez, Wood and Wright","473 Craig Oval Suite 173 Holdenchester, NE 34801",949-71-0977,GB880PET40476939474270,Patel-Matthews,"573 Keith Land Lisaburgh, OK 30191",909-88-7548,10%,"1784,78","178,48","1963,26",batch_1/invoice_303_color_B_240.pdf0.jpg
15685761,05/15/2017,Clark Ltd,"2333 Isabella Harbor East Daniel, SC 97808",949-99-0031,GB87MEYL81682373700045,Cunningham-Williams,"4819 Dawn Lodge Suite 973 South Josephbury, WY 32824",938-79-2257,10%,"13,47","1,35","14,82",batch_1/invoice_174_color_B_240.pdf0.jpg
61111603,08/08/2012,Mack-Jones,"3685 Hart Junctions Apt. 067 West Lisaland, IA 51185",947-86-0124,GB76AUJG23868065590643,"Olsen, Williams and Adams","98622 Samantha Rapid Apt. 827 North Timothyton, PA 71413",902-90-4534,10%,"278,58","27,86","306,44",batch_1/invoice_349_color_B_251.pdf0.jpg
61769801,11/01/2018,Moses-Blair,"5652 Caitlin Inlet Lake Marie, HI 22102",943-84-0375,GB78YUGW72244915947468,"Smith, Martinez and Mitchell","987 Perez Village Wayneburgh, SC 80595",958-75-6428,10%,"255,00","25,50","280,50",batch_1/invoice_354_color_B_247.pdf0.jpg
94588842,06/02/2011,"Ortega, Carey and Morris","830 Amanda Track Apt. 811 Kingborough, DE 08660",967-84-7633,GB40NYKA72083625000775,"Khan, Moore and Peterson","9715 Ellis Pass Port Ronnie, MO 12212",959-99-2368,10%,"1021,82","102,18","1124,00",batch_1/invoice_395.pdf0.jpg
31470773,03/05/2012,"Johnston, Byrd and Hendrix","974 Jenkins Circle Mahoneyview, UT 36811",927-90-4068,GB13YBYG40840408130868,May Inc,"010 Smith Loop Suite 404 New Amandabury, CO 03080",952-99-6058,10%,"508,99","50,90","559,89",batch_1/invoice_394.pdf0.jpg
94041746,10/16/2011,"Jones, Carroll and Carpenter","344 Annette Crest Apt. 096 New Valeriefort, CA 95292",977-84-0306,GB42JPLA47328052774909,Rogers PLC,"6178 Williams Locks Estradaland, IN 89823",914-96-1703,10%,"573,92","57,39","631,31",batch_1/invoice_427_color_B_246.pdf0.jpg
23876575,07/11/2016,"Alexander, Hensley and Watson","641 Newton Views Tapiachester, NY 95259",965-78-1116,GB19SDIC93772652135580,"Simpson, Barton and Barnes","0855 Chen Junctions Sanchezshire, MT 77237",945-79-5352,10%,"3423,69","342,37","3766,06",batch_1/invoice_125_color_B_254.pdf0.jpg
86736203,05/20/2013,Potter-Gordon,"5907 Donna Club Robinsonside, DC 18710",968-98-6433,GBO4NPPR85049860720734,Salinas Ltd,"3043 Peters Lights Suite 433 Greerton, NV 21983",987-91-1452,10%,"14158,28","1415,83","15574,11",batch_1/invoice_470_color_B_241.pdf0.jpg
33907816,02/11/2013,"Clark, Wolfe and Kelly","41239 Chad Hollow Apt. 721 Port Kathleen, NH 07493",958-92-7386,GB49FGMO23335432500964,Bryant LLC,"2438 Thomas Coves Suite 785 Jamesburgh, MA 35154",999-81-5572,10%,"21743,51","2174,35","23917,86",batch_1/invoice_409_color_B_241.pdf0.jpg
40703934,03/10/2016,Morales LLC,"0655 Miles Radial Darlenetown, IL 99206",980-91-2489,GB76QYI056599829861096,Moore-Miller,"617 Davis Land Apt. 270 Hammondberg, AR 43526",995-90-7291,10%,"217,48","21,75","239,23",batch_1/invoice_128.pdf0.jpg
20850516,07/10/2017,Carney-Rogers,USNS Peterson FPO AP 71052,902-92-0164,GB48NZE029152051083956,"Duncan, Mendoza and Mitchell","21954 Eduardo Passage South Brianchester, MI 84023",908-70-1405,10%,"177,55","17,76","195,31",batch_1/invoice_129.pdf0.jpg
